Company,TypeName,Inches,Ram,Weight,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,Gpu_name,OpSys,Price
MSI,Notebook,15.2,8,1.22,0,1,111.9,Intel Core i3,1024,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,69100.0
Dell,Ultrabook,17.2,8,1.78,0,0,148.5,Intel Core i7,2048,128,Intel Integrated,Intel UHD Graphics,Linux,66000.0
Dell,Notebook,13.0,16,2.43,1,0,162.2,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,70700.0
HP,Ultrabook,15.0,8,1.76,0,1,117.9,AMD Ryzen 5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Linux,72200.0
Dell,Notebook,15.9,8,2.99,0,1,157.6,AMD Ryzen 5,1024,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,60100.0
Acer,Notebook,12.2,32,2.13,0,0,120.0,AMD Ryzen 5,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,61700.0
Dell,Notebook,12.7,16,2.62,0,1,176.4,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce MX450,No OS,64100.0
Asus,2 in 1 Convertible,11.8,8,1.81,0,0,127.0,Intel Core i7,1024,512,Intel Integrated,Intel UHD Graphics,Windows,77500.0
Dell,Notebook,12.8,8,1.53,0,1,152.6,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,54000.0
HP,2 in 1 Convertible,17.1,8,2.7,1,0,201.5,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,79400.0
MSI,Ultrabook,17.2,8,1.97,0,0,117.2,AMD Ryzen 7,0,2048,Intel Integrated,Intel Iris Xe Graphics,Windows,91300.0
Acer,Gaming,16.0,16,1.27,0,1,131.1,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Mac,86300.0
Dell,Ultrabook,17.2,16,2.93,0,1,184.8,AMD Ryzen 5,1024,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Mac,81100.0
Lenovo,Ultrabook,12.7,16,2.15,0,0,171.6,AMD Ryzen 7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Mac,93600.0
Acer,Notebook,12.3,16,2.97,0,1,136.4,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,52500.0
Asus,2 in 1 Convertible,14.1,16,2.62,0,0,173.6,Intel Core i7,500,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,83000.0
Lenovo,Gaming,12.6,4,1.76,0,0,159.1,Intel Core i5,0,512,AMD Radeon,AMD Radeon Vega 8,Windows,64500.0
Asus,Ultrabook,15.3,8,1.71,0,0,199.7,Intel Core i5,1024,512,AMD Radeon,AMD Radeon RX 6600M,Windows,76500.0
Asus,Notebook,16.5,16,1.88,0,1,105.1,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,No OS,58400.0
HP,Notebook,16.8,16,1.51,1,1,110.4,AMD Ryzen 5,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,83400.0
Lenovo,Notebook,13.9,4,2.69,0,0,204.4,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,83700.0
MSI,Gaming,15.9,16,1.73,0,0,133.8,Intel Core i7,2048,1024,Intel Integrated,Intel UHD Graphics,Windows,103900.0
HP,Notebook,14.4,16,2.92,0,1,213.0,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,Windows,55700.0
Lenovo,Gaming,15.7,8,1.37,0,1,176.6,Intel Core i7,500,256,Intel Integrated,Intel UHD Graphics,Windows,78100.0
HP,Ultrabook,13.6,16,2.24,0,1,136.9,Intel Core i3,1024,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,73300.0
Lenovo,Notebook,13.9,16,2.71,0,1,141.7,Intel Core i5,500,256,Intel Integrated,Intel UHD Graphics,Windows,60700.0
HP,Notebook,17.2,16,1.37,0,0,105.1,Intel Core i5,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,58900.0
Apple,Notebook,16.4,16,2.87,1,1,178.9,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,102100.0
HP,Gaming,16.5,16,2.3,0,1,146.9,AMD Ryzen 5,500,512,AMD Radeon,AMD Radeon Vega 8,Windows,77200.0
MSI,Notebook,16.7,8,2.22,0,0,153.3,Intel Core i5,1024,128,Intel Integrated,Intel UHD Graphics,Windows,56500.0
Dell,Gaming,15.0,8,1.62,0,1,176.6,Intel Core i7,1024,1024,AMD Radeon,AMD Radeon RX 6500M,No OS,94400.0
Asus,Ultrabook,15.3,8,1.67,1,0,141.6,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,61900.0
Lenovo,Notebook,14.7,8,2.15,0,0,159.8,AMD Ryzen 5,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,54700.0
Lenovo,Gaming,12.3,8,1.18,0,0,167.1,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,No OS,76800.0
Acer,2 in 1 Convertible,15.2,8,1.64,0,1,120.8,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,60900.0
Lenovo,Ultrabook,13.1,4,1.88,0,1,136.9,Intel Core i7,1024,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Mac,75200.0
HP,Notebook,15.1,8,2.43,0,0,164.2,Intel Core i7,2048,256,AMD Radeon,AMD Radeon Vega 8,Windows,60000.0
Dell,Notebook,16.7,32,1.78,1,1,196.7,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6600M,No OS,82900.0
Lenovo,Ultrabook,16.6,8,1.4,0,1,191.4,Intel Core i5,500,256,Intel Integrated,Intel UHD Graphics,Windows,70300.0
MSI,Notebook,14.2,64,1.48,0,1,204.2,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,137600.0
MSI,Netbook,15.2,8,1.35,0,1,206.8,Intel Core i7,0,512,AMD Radeon,AMD Radeon RX 6600M,Windows,79200.0
Dell,Ultrabook,12.9,64,1.84,1,0,122.7,Intel Core i7,500,1024,Intel Integrated,Intel UHD Graphics,Windows,134700.0
MSI,Notebook,14.4,16,1.55,0,0,153.6,Intel Core i5,0,128,Intel Integrated,Intel Iris Xe Graphics,Mac,64400.0
Acer,2 in 1 Convertible,12.8,16,2.02,1,0,211.8,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,76300.0
Dell,Notebook,12.9,8,1.54,0,1,194.4,Intel Core i5,500,2048,Intel Integrated,Intel UHD Graphics,Windows,74400.0
Asus,Notebook,16.7,16,2.33,0,0,203.5,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,59200.0
Lenovo,Notebook,14.0,8,1.89,0,1,192.9,Intel Core i7,1024,128,Nvidia GeForce,Nvidia GeForce MX450,Mac,61600.0
HP,Ultrabook,14.3,8,2.79,0,0,213.6,AMD Ryzen 7,0,512,Intel Integrated,Intel UHD Graphics,Linux,65400.0
HP,Ultrabook,16.8,8,1.23,0,0,178.2,Intel Core i3,0,256,Intel Integrated,Intel UHD Graphics,Windows,48600.0
HP,Ultrabook,15.8,16,1.85,0,1,143.7,Intel Core i7,500,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,111300.0
Dell,Notebook,12.9,8,2.12,0,1,146.3,AMD Ryzen 7,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,83900.0
